date,flight_id,route,aircraft_type,scheduled_hour,crew_duty_hours,weather_forecast_18h,weather_actual,atc_slot_delay_min,delayed
2024-11-07,CZ3001,PVG-KMG,B787,17,9.9,-0.63,0.3,0,0
2026-02-19,CZ3100,PVG-CKG,A321,20,4.2,-1.8,-2.24,0,0
2025-10-09,CZ3083,PVG-CKG,A321,22,9.6,0.89,2.11,0,0
2024-11-03,CZ3112,PVG-CSX,B787,15,3.4,-1.4,-2.07,0,0
2026-07-06,CZ3111,PVG-XIY,A330,16,6.2,0.34,-1.26,0,0
2024-12-22,CZ3096,PVG-SZX,A321,6,7.2,-1.08,-1.86,0,0
2026-06-16,CZ3034,PVG-CAN,A330,17,3.0,1.05,-0.19,0,0
2025-01-05,CZ3032,PVG-CSX,A320,11,10.0,0.68,0.56,5,0
2025-01-19,CZ3079,PVG-KMG,B737,13,10.9,-0.87,-1.14,0,0
2025-04-17,CZ3024,PVG-NKG,A330,11,8.0,-1.41,-0.91,0,0
2024-12-01,CZ3017,PVG-NKG,B737,13,8.9,0.22,2.12,26,1
2026-07-17,CZ3060,PVG-CAN,A321,16,8.1,-1.13,-0.99,0,0
2026-04-01,CZ3014,PVG-NKG,A320,19,8.1,0.15,1.46,0,0
2025-06-23,CZ3057,PVG-PEK,B787,14,6.3,0.76,-0.1,0,0
2026-05-27,CZ3081,PVG-TSN,A320,7,7.6,-0.64,-1.25,0,0
2026-04-21,CZ3069,PVG-SZX,B737,8,7.2,-0.47,-0.09,0,0
2025-12-17,CZ3007,PVG-CKG,A321,15,6.2,1.53,0.98,0,0
2025-07-13,CZ3092,PVG-CKG,B787,13,11.9,-1.91,-1.28,0,0
2025-03-29,CZ3068,PVG-PEK,A320,9,10.3,1.17,0.37,0,0
2025-03-08,CZ3101,PVG-HGH,A321,11,3.9,0.23,0.79,0,0
2024-12-30,CZ3016,PVG-SZX,B737,14,5.0,-1.64,-1.83,0,0
2025-09-30,CZ3060,PVG-NKG,B737,14,3.6,-1.49,-1.42,0,0
2024-10-15,CZ3109,PVG-HGH,B737,8,7.9,-0.41,-0.24,0,0
2026-01-14,CZ3030,PVG-KMG,B737,18,7.6,-0.66,-0.4,0,0
2025-03-31,CZ3107,PVG-CAN,A320,20,9.3,-0.59,-2.5,0,0
2025-01-31,CZ3050,PVG-KMG,A321,6,6.9,0.51,0.3,0,0
2025-03-11,CZ3067,PVG-KMG,B787,9,4.9,0.51,1.2,0,0
2026-01-31,CZ3072,PVG-CAN,A330,17,4.7,-0.75,-0.55,0,0
2026-08-20,CZ3110,PVG-WUH,A321,20,9.2,0.03,1.07,1,0
2025-11-16,CZ3009,PVG-KMG,A320,13,8.9,0.48,0.15,0,0
2026-06-15,CZ3017,PVG-PEK,A321,9,3.7,1.04,0.98,0,0
2025-11-01,CZ3080,PVG-WUH,B737,6,7.6,1.04,1.32,0,0
2024-09-20,CZ3026,PVG-SZX,A320,13,5.1,0.29,2.62,0,0
2025-11-25,CZ3019,PVG-TSN,A320,17,8.0,-0.29,-0.34,0,0
2024-11-12,CZ3051,PVG-CSX,B787,13,8.1,0.11,-0.15,0,0
2025-05-14,CZ3024,PVG-CAN,B737,14,9.9,-0.81,-1.08,0,0
2025-06-01,CZ3025,PVG-SZX,B737,9,7.3,-0.28,1.83,4,0
2024-11-13,CZ3026,PVG-CSX,A330,20,7.4,-0.27,-1.75,0,0
2024-12-21,CZ3021,PVG-CKG,A321,12,9.0,0.43,0.8,0,0
2025-09-03,CZ3118,PVG-KMG,A330,9,9.7,-0.72,-0.94,3,0
2025-01-16,CZ3108,PVG-WUH,A320,15,9.7,0.28,0.77,0,0
2025-10-28,CZ3008,PVG-PEK,A321,11,9.0,0.14,0.63,0,0
2026-05-04,CZ3040,PVG-PEK,B737,9,7.8,0.47,0.53,0,0
2025-07-28,CZ3037,PVG-KMG,A321,15,7.8,-1.42,-0.2,0,0
2026-03-24,CZ3016,PVG-CAN,B787,17,5.9,-0.8,-2.55,0,0
2026-05-24,CZ3065,PVG-CAN,B737,21,8.7,-0.27,-0.78,0,0
2026-05-30,CZ3044,PVG-KMG,B787,17,5.9,-1.46,-1.35,0,0
2025-08-08,CZ3048,PVG-XIY,A321,9,8.3,1.2,2.55,0,0
2025-06-12,CZ3057,PVG-XIY,B737,6,8.2,-0.14,-1.13,0,0
2025-11-15,CZ3085,PVG-XIY,A320,20,7.1,-0.71,-2.74,2,0
2025-03-04,CZ3098,PVG-CSX,A321,10,7.4,0.92,0.81,0,0
2026-01-03,CZ3118,PVG-XIY,B737,18,5.3,0.9,1.39,0,0
2024-12-02,CZ3017,PVG-CAN,A330,20,8.5,0.01,0.94,0,0
2025-05-21,CZ3028,PVG-CTU,A330,19,9.6,-0.35,-0.51,0,0
2026-03-13,CZ3027,PVG-HGH,A330,11,6.7,-0.36,0.61,14,1
2024-12-02,CZ3118,PVG-WUH,A330,17,8.7,0.3,0.85,0,0
2026-06-25,CZ3092,PVG-CTU,A320,16,5.7,0.2,-0.24,0,0
2025-05-01,CZ3042,PVG-PEK,B737,15,8.5,0.65,-0.44,0,0
2025-09-07,CZ3107,PVG-XIY,A321,21,6.5,0.93,-0.83,3,0
2026-01-16,CZ3057,PVG-PEK,B787,13,7.9,-0.96,-1.42,0,0
2025-11-28,CZ3076,PVG-TSN,A330,16,7.3,-0.71,-1.46,1,0
2026-08-23,CZ3094,PVG-PEK,A330,8,9.2,-0.88,-0.18,0,0
2026-02-17,CZ3024,PVG-CTU,A330,8,5.3,0.89,-1.33,0,0
2026-08-08,CZ3009,PVG-CTU,B787,8,7.7,-0.11,-0.44,4,0
2026-03-10,CZ3016,PVG-CKG,B737,17,6.5,1.98,2.04,0,0
2026-05-19,CZ3093,PVG-CAN,A321,7,7.4,0.76,-1.35,0,0
2025-06-25,CZ3100,PVG-SZX,A320,16,10.4,-0.13,0.02,0,0
2025-01-03,CZ3111,PVG-CSX,A321,8,8.7,-0.27,3.0,0,0
2026-01-06,CZ3100,PVG-SZX,B737,9,8.3,0.02,-0.69,0,0
2025-08-04,CZ3105,PVG-CTU,B737,12,10.2,2.08,2.11,0,0
2026-01-02,CZ3054,PVG-CTU,A320,17,9.9,-0.34,-0.87,0,0
2024-11-14,CZ3091,PVG-CKG,B787,9,7.2,1.26,1.44,28,1
2024-09-01,CZ3101,PVG-CKG,B787,7,4.6,1.15,1.65,0,0
2026-04-18,CZ3020,PVG-PEK,A321,9,5.2,1.45,1.38,0,0
2024-09-06,CZ3034,PVG-CSX,A320,10,7.5,-0.05,0.06,0,0
2026-03-21,CZ3040,PVG-NKG,A321,16,9.7,0.48,0.46,0,0
2025-07-28,CZ3096,PVG-CTU,A321,12,10.4,0.43,0.01,0,0
2026-03-12,CZ3011,PVG-XIY,A321,12,6.8,-1.46,-0.06,0,0
2026-05-07,CZ3083,PVG-TSN,A330,9,7.6,1.37,1.63,22,1
2025-01-16,CZ3056,PVG-KMG,B787,22,10.9,-0.07,1.43,0,0
2025-01-18,CZ3034,PVG-HGH,B787,20,10.0,-0.39,-1.44,3,0
2025-06-23,CZ3062,PVG-NKG,A320,14,5.1,1.55,1.35,0,0
2025-06-27,CZ3059,PVG-CSX,A320,19,4.1,-0.05,1.32,34,1
2026-03-23,CZ3004,PVG-HGH,A321,20,8.3,-1.04,-1.4,0,0
2025-09-04,CZ3007,PVG-CAN,A330,17,6.5,-0.47,0.19,0,0
2025-09-05,CZ3037,PVG-NKG,A321,16,5.6,1.12,0.52,0,0
2025-06-29,CZ3116,PVG-WUH,A320,13,7.1,-1.43,-1.97,0,0
2026-08-16,CZ3054,PVG-CSX,B787,9,5.7,0.93,0.82,4,0
2024-11-08,CZ3006,PVG-HGH,A330,15,6.7,-0.25,1.28,0,0
2024-12-13,CZ3112,PVG-WUH,A330,16,6.8,1.07,0.46,0,1
2025-12-27,CZ3055,PVG-PEK,B737,16,7.0,-0.16,0.76,0,1
2025-03-10,CZ3049,PVG-SZX,B787,19,12.6,-0.98,0.58,2,0
2025-06-19,CZ3065,PVG-KMG,A330,6,6.2,0.77,1.05,0,0
2024-09-19,CZ3095,PVG-SZX,B737,13,10.3,-1.51,-1.9,0,0
2026-01-06,CZ3107,PVG-CKG,A320,7,7.8,-0.28,1.25,0,0
2026-02-10,CZ3063,PVG-WUH,A321,16,6.5,2.02,1.42,44,1
2025-11-29,CZ3020,PVG-CSX,B737,20,6.5,0.29,0.74,0,0
2025-03-23,CZ3072,PVG-CKG,A330,17,7.9,0.37,-0.37,0,0
2026-02-12,CZ3075,PVG-CKG,B787,7,9.5,-0.43,-0.54,0,0
2025-11-01,CZ3047,PVG-SZX,A321,13,4.2,-1.26,-0.81,1,0
2026-06-29,CZ3087,PVG-TSN,B737,15,7.6,-2.7,-1.7,0,0
2025-07-24,CZ3083,PVG-CSX,A321,11,8.3,2.2,2.29,24,1
2026-04-12,CZ3076,PVG-SZX,B737,9,10.8,0.04,0.45,0,0
2025-10-28,CZ3054,PVG-NKG,A321,22,8.2,-0.4,0.52,0,0
2025-12-28,CZ3005,PVG-XIY,B737,20,7.5,0.87,1.53,0,0
2026-02-22,CZ3080,PVG-CTU,B787,20,3.8,-0.11,0.71,0,0
2024-10-01,CZ3039,PVG-XIY,A321,9,8.7,-0.09,0.27,0,0
2026-04-28,CZ3054,PVG-PEK,A321,9,5.1,-0.61,-1.25,0,0
2024-10-31,CZ3003,PVG-CTU,A320,9,7.7,1.15,1.39,0,0
2024-10-04,CZ3073,PVG-SZX,A321,10,10.2,-0.58,0.26,0,0
2026-07-14,CZ3038,PVG-KMG,B787,10,8.9,-1.0,-2.09,0,0
2025-01-14,CZ3000,PVG-PEK,A320,6,6.5,0.39,-0.39,0,0
2025-02-26,CZ3115,PVG-WUH,A330,8,7.9,1.02,1.59,0,0
2025-06-06,CZ3103,PVG-CAN,A321,19,5.6,0.25,0.26,0,0
2025-03-06,CZ3008,PVG-HGH,A320,12,6.5,-0.18,-2.97,0,0
2026-04-16,CZ3067,PVG-HGH,B737,9,5.7,-0.66,-1.19,0,0
2025-07-04,CZ3098,PVG-CKG,A321,7,6.0,-1.66,-0.41,0,0
2024-11-10,CZ3011,PVG-WUH,A321,20,10.9,0.89,2.21,0,0
2026-07-13,CZ3028,PVG-CAN,A320,15,5.3,0.77,2.36,0,0
2024-10-15,CZ3056,PVG-CKG,B787,14,7.1,0.97,1.17,1,0
2025-03-19,CZ3060,PVG-CKG,B737,8,3.3,-0.13,0.7,0,0
2025-06-05,CZ3083,PVG-CSX,A321,15,5.1,1.15,0.75,0,0
2025-10-03,CZ3021,PVG-SZX,A330,16,5.7,0.59,0.71,0,0
2025-06-30,CZ3053,PVG-TSN,B737,9,6.5,0.2,-2.38,0,0
2026-05-05,CZ3087,PVG-PEK,A321,9,7.1,-0.33,-1.24,0,0
2024-09-05,CZ3024,PVG-PEK,A320,8,11.0,-0.17,1.33,31,1
2024-11-20,CZ3028,PVG-SZX,A320,8,5.8,-0.27,1.13,0,0
2025-05-17,CZ3045,PVG-TSN,B737,13,5.6,0.0,-0.52,0,0
2026-05-15,CZ3094,PVG-HGH,A320,8,11.6,1.04,0.5,0,0
2024-09-22,CZ3082,PVG-NKG,A320,19,5.3,-0.86,-1.34,0,0
2026-01-27,CZ3113,PVG-CSX,A320,9,9.3,0.93,-0.13,0,0
2025-10-25,CZ3002,PVG-CKG,A330,12,7.8,0.88,0.36,0,0
2025-09-16,CZ3056,PVG-CKG,A330,9,5.7,-0.45,-1.15,18,1
2026-06-08,CZ3085,PVG-HGH,B737,12,6.6,-1.88,-2.7,1,0
2025-08-10,CZ3018,PVG-CKG,A330,7,8.5,1.29,1.94,3,0
2025-05-10,CZ3043,PVG-XIY,A330,9,5.5,0.0,-0.01,0,0
2024-12-11,CZ3014,PVG-SZX,B737,20,4.7,-0.33,-0.73,0,0
2026-02-08,CZ3061,PVG-CKG,A321,11,8.6,0.2,-1.73,0,0
2026-04-18,CZ3116,PVG-SZX,B787,18,5.0,0.78,1.56,0,0
2025-02-20,CZ3089,PVG-CAN,A330,16,5.4,0.38,-0.34,0,0
2024-12-21,CZ3002,PVG-KMG,A320,10,9.7,-0.76,-1.72,0,0
2025-12-20,CZ3036,PVG-CTU,A320,14,6.6,-1.53,-1.61,0,0
2024-10-11,CZ3056,PVG-HGH,B787,15,6.9,-1.1,-0.55,0,0
2025-07-05,CZ3097,PVG-PEK,A321,20,9.1,-0.01,1.29,18,1
2026-06-13,CZ3095,PVG-CAN,A320,18,7.2,-0.78,0.79,47,1
2025-08-17,CZ3025,PVG-KMG,A321,19,5.1,-0.95,-0.95,0,0
2026-03-01,CZ3095,PVG-HGH,A330,17,11.5,-1.79,-2.22,0,0
2024-12-20,CZ3098,PVG-NKG,A320,18,6.2,0.21,-0.0,5,0
2025-11-30,CZ3020,PVG-WUH,B737,10,6.0,0.3,1.33,0,0
2026-06-02,CZ3079,PVG-CSX,B787,14,7.3,-0.47,0.15,0,0
2025-04-26,CZ3068,PVG-CKG,A330,16,10.5,0.2,-0.88,0,0
2025-06-27,CZ3029,PVG-TSN,A330,15,9.3,-0.56,-0.16,0,0
2025-11-09,CZ3085,PVG-NKG,A321,10,6.3,0.16,-0.32,0,0
2025-03-09,CZ3077,PVG-NKG,B737,17,6.6,0.49,0.25,0,0
2026-05-30,CZ3012,PVG-PEK,B787,19,8.7,0.91,-0.07,0,0
2026-01-07,CZ3020,PVG-CTU,A321,12,7.9,0.83,2.09,0,0
2025-08-29,CZ3024,PVG-CAN,B787,17,10.3,0.69,0.12,1,0
2025-04-19,CZ3012,PVG-KMG,B787,8,7.9,-0.28,-0.94,0,0
2025-06-21,CZ3072,PVG-XIY,A321,13,5.9,-0.14,0.85,0,0
2025-09-23,CZ3004,PVG-CKG,B787,16,9.1,-0.62,1.27,37,1
2025-07-28,CZ3117,PVG-CAN,A330,20,7.2,0.24,1.09,5,1
2026-08-28,CZ3103,PVG-WUH,B737,8,6.8,-0.41,-1.02,0,0
2025-09-21,CZ3101,PVG-CTU,B737,6,7.0,0.72,-0.61,0,0
2025-04-29,CZ3016,PVG-CAN,A330,14,10.1,0.18,-0.22,0,0
2024-12-10,CZ3098,PVG-KMG,A321,21,8.5,-0.07,0.23,0,0
2026-08-25,CZ3005,PVG-URC,A320,8,8.9,0.82,0.74,0,0
2026-08-28,CZ3025,PVG-TSN,B787,18,9.8,0.48,1.31,0,0
2026-01-17,CZ3085,PVG-SZX,B737,16,5.3,-0.9,-1.21,0,1
2025-11-10,CZ3082,PVG-CKG,A321,11,6.7,-0.4,1.17,0,0
2025-06-22,CZ3087,PVG-TSN,B737,19,8.7,-2.42,-2.23,0,0
2025-11-02,CZ3101,PVG-NKG,A321,9,4.4,-2.04,-3.0,0,0
2026-08-16,CZ3007,PVG-URC,B737,17,7.3,1.23,1.57,30,1
2024-10-26,CZ3064,PVG-TSN,A330,7,7.0,1.13,1.53,1,0
2025-08-12,CZ3009,PVG-CAN,B787,22,6.9,-0.87,-1.44,0,0
2025-12-28,CZ3036,PVG-CTU,A330,9,10.5,-1.03,-1.63,0,0
2026-08-28,CZ3102,PVG-PEK,B737,9,10.9,-0.54,-0.77,0,0
2026-05-16,CZ3021,PVG-CKG,B737,15,5.9,-1.63,-0.93,18,1
2024-10-22,CZ3041,PVG-CTU,A330,9,4.9,-1.04,-2.69,0,0
2024-11-04,CZ3030,PVG-HGH,A320,7,6.6,-0.55,-1.2,0,0
2025-10-22,CZ3085,PVG-TSN,A321,15,8.9,1.44,2.2,0,0
2025-08-15,CZ3072,PVG-HGH,B737,10,9.6,1.67,-0.16,2,0
2025-08-18,CZ3059,PVG-PEK,B787,22,10.0,-0.3,-0.55,0,0
2025-06-19,CZ3021,PVG-WUH,A321,15,8.2,-0.2,-0.65,0,0
2026-08-07,CZ3014,PVG-KMG,B737,16,8.6,0.99,0.39,0,0
2024-11-28,CZ3016,PVG-HGH,B787,8,4.0,-1.69,-1.59,0,0
2024-10-02,CZ3037,PVG-CKG,B737,9,8.5,0.74,0.64,4,0
2026-06-22,CZ3044,PVG-CSX,B737,15,6.7,-1.49,-2.24,0,0
2025-10-24,CZ3085,PVG-CKG,B787,6,5.4,-0.38,-1.9,0,0
2025-01-19,CZ3113,PVG-CTU,B737,8,7.0,0.38,0.95,2,0
2025-12-16,CZ3100,PVG-SZX,B787,18,7.8,0.51,-0.51,0,0
2026-07-06,CZ3004,PVG-URC,A330,19,6.6,1.09,-0.87,0,1
2025-07-05,CZ3091,PVG-NKG,A320,10,7.9,0.93,0.14,0,0
2026-01-05,CZ3072,PVG-XIY,A330,7,4.7,1.94,1.97,0,0
2026-08-02,CZ3031,PVG-CAN,B737,8,4.9,-0.63,0.11,0,0
2026-03-09,CZ3063,PVG-CTU,A321,19,6.4,-0.17,-1.02,2,0
2026-08-22,CZ3043,PVG-CTU,A321,8,4.3,-0.71,-1.6,1,0
2026-03-21,CZ3086,PVG-SZX,A330,14,8.3,1.33,2.91,0,0
2025-04-04,CZ3080,PVG-TSN,A320,6,6.1,-0.13,-0.56,0,0
2026-05-05,CZ3052,PVG-NKG,A320,7,7.6,-1.9,-3.0,0,0
2026-01-07,CZ3000,PVG-CTU,A320,17,7.0,0.28,0.35,4,0
2025-02-11,CZ3002,PVG-HGH,A330,6,9.1,0.68,1.55,0,0
2026-02-27,CZ3083,PVG-PEK,B737,8,8.5,-0.94,-2.97,0,0
2024-10-16,CZ3104,PVG-KMG,A330,9,10.5,-0.09,0.47,0,0
2025-05-21,CZ3054,PVG-TSN,A320,21,7.9,-0.44,0.18,0,0
2024-11-08,CZ3025,PVG-CAN,B737,17,6.6,-0.63,-1.07,0,0
2024-10-04,CZ3107,PVG-CAN,B737,12,8.5,0.52,0.1,0,0
2025-05-29,CZ3028,PVG-SZX,A330,20,9.8,1.27,1.93,0,0
2024-09-14,CZ3025,PVG-XIY,A321,7,6.9,-0.44,-1.89,0,0
2025-11-08,CZ3012,PVG-KMG,A320,13,6.2,-0.61,0.31,0,0
2026-05-13,CZ3096,PVG-HGH,A321,8,9.5,0.27,-2.33,0,0
2025-05-21,CZ3106,PVG-CAN,A330,8,5.5,-2.12,-3.0,0,0
2026-07-30,CZ3073,PVG-CSX,A330,16,8.4,0.34,1.05,0,0
2026-07-28,CZ3062,PVG-PEK,B787,14,10.0,0.18,0.84,2,0
2026-03-04,CZ3059,PVG-KMG,A330,17,6.5,-1.05,-1.99,0,0
2025-08-17,CZ3005,PVG-TSN,A330,16,7.6,0.77,0.73,1,0
2025-07-22,CZ3089,PVG-CAN,A330,21,8.8,-1.96,1.19,45,1
2024-10-02,CZ3050,PVG-NKG,B737,18,6.1,-1.02,-2.29,0,0
2025-07-19,CZ3051,PVG-CSX,B787,10,7.3,-0.1,0.89,0,0
2025-10-31,CZ3076,PVG-SZX,B737,11,7.0,0.22,-1.89,0,0
2026-02-14,CZ3072,PVG-CKG,A320,14,4.5,1.01,1.12,35,1
2025-02-09,CZ3118,PVG-SZX,A321,7,8.7,0.29,-0.28,0,0
2026-04-12,CZ3027,PVG-SZX,A321,13,7.9,1.48,2.02,0,0
2026-04-07,CZ3008,PVG-CTU,A330,16,8.3,-0.1,-0.94,0,0
2026-08-22,CZ3032,PVG-CTU,A330,9,4.2,-1.16,-1.46,4,0
2025-05-25,CZ3032,PVG-CAN,A321,14,5.9,0.96,-0.53,0,0
2024-11-07,CZ3075,PVG-KMG,A330,14,8.6,-0.74,-2.69,0,0
2025-11-19,CZ3095,PVG-PEK,A330,12,7.5,1.18,-0.97,0,0
2026-04-25,CZ3094,PVG-CSX,A321,19,8.0,1.25,1.7,0,0
2026-08-21,CZ3003,PVG-URC,B737,7,4.8,-0.03,-0.91,0,0
2025-09-11,CZ3078,PVG-CTU,A330,17,8.9,1.9,3.0,24,1
2026-07-08,CZ3072,PVG-TSN,A320,14,10.8,-1.46,-0.59,0,0
2025-02-03,CZ3034,PVG-CSX,B787,6,5.9,0.38,1.51,0,0
2025-02-10,CZ3019,PVG-KMG,A321,16,8.4,-1.32,-2.66,0,0
2026-04-19,CZ3089,PVG-TSN,A321,15,7.5,2.07,0.29,1,0
2025-11-24,CZ3043,PVG-SZX,A320,19,2.7,-0.88,0.71,0,0
2026-09-01,CZ3082,PVG-CTU,B787,11,7.8,-0.36,-0.27,0,0
2026-07-23,CZ3096,PVG-CSX,A321,20,10.6,-0.11,-0.96,0,0
2025-03-29,CZ3017,PVG-XIY,A320,17,6.4,0.12,-1.69,4,0
2025-05-27,CZ3002,PVG-XIY,A320,7,8.9,1.64,0.65,0,0
2025-06-21,CZ3043,PVG-CSX,A321,18,10.3,0.51,1.05,0,0
2025-06-09,CZ3114,PVG-CKG,A321,13,7.0,-0.18,1.06,1,0
2025-02-13,CZ3033,PVG-CAN,A321,13,7.5,-0.25,-0.22,0,0
2025-08-08,CZ3006,PVG-CKG,A330,22,7.0,1.26,-0.33,0,0
2025-07-31,CZ3082,PVG-CKG,A330,7,6.6,-0.83,-0.46,0,0
2026-02-13,CZ3089,PVG-SZX,A330,18,3.5,0.72,-0.48,0,0
2026-01-22,CZ3081,PVG-CKG,A330,18,6.6,0.12,1.5,31,1
2025-09-17,CZ3062,PVG-WUH,B737,19,7.8,-0.77,2.29,0,1
2024-10-12,CZ3073,PVG-XIY,A320,13,6.0,-0.02,0.64,5,0
2025-02-18,CZ3090,PVG-CAN,B787,12,4.4,1.29,1.86,0,0
2025-11-04,CZ3040,PVG-TSN,B737,16,4.0,1.32,0.14,0,0
2026-02-13,CZ3116,PVG-KMG,A321,8,9.6,0.77,1.28,4,0
2025-09-03,CZ3060,PVG-NKG,A330,19,5.6,-1.49,0.19,0,0
2025-10-15,CZ3031,PVG-WUH,A330,7,9.1,0.87,0.36,0,0
2025-05-17,CZ3028,PVG-PEK,B737,9,7.3,-0.46,-1.23,2,0
2025-02-26,CZ3005,PVG-CAN,A321,12,12.4,0.11,0.85,0,0
2026-01-16,CZ3003,PVG-CTU,B737,6,5.5,1.39,1.13,0,0
2025-06-09,CZ3074,PVG-PEK,A330,16,5.8,-0.52,-0.36,5,0
2025-08-17,CZ3044,PVG-KMG,A330,19,7.8,1.39,1.07,0,0
2026-06-17,CZ3066,PVG-SZX,A320,16,12.0,0.89,0.52,0,0
2026-03-30,CZ3098,PVG-CSX,A320,15,7.8,-1.67,-1.64,0,0
2024-09-11,CZ3097,PVG-TSN,A330,14,5.4,-0.46,-0.7,0,0
2024-12-20,CZ3034,PVG-XIY,B787,11,8.9,0.18,1.37,0,0
2025-02-03,CZ3007,PVG-KMG,A320,6,7.8,-0.08,1.64,4,0
2025-04-11,CZ3074,PVG-CAN,A320,10,6.6,0.96,2.03,18,1
2025-10-26,CZ3029,PVG-HGH,A320,7,3.6,1.31,1.7,0,0
2026-01-30,CZ3071,PVG-PEK,A330,16,6.4,-0.11,0.17,31,1
2024-12-09,CZ3115,PVG-CSX,A321,7,7.3,-1.38,-1.17,0,0
2025-07-08,CZ3070,PVG-WUH,B737,15,7.6,-2.22,-2.03,0,0
2025-07-06,CZ3057,PVG-CSX,B787,21,5.1,-0.75,-0.46,0,0
2024-12-13,CZ3060,PVG-CSX,B737,10,7.9,-0.66,-0.4,0,0
2026-08-11,CZ3028,PVG-WUH,B787,7,8.8,-1.65,-0.51,0,0
2025-12-19,CZ3094,PVG-HGH,B737,17,9.3,1.36,1.29,0,0
2026-03-30,CZ3114,PVG-CAN,A320,14,9.0,0.1,1.52,33,1
2025-01-29,CZ3081,PVG-SZX,B787,16,7.8,1.87,-0.44,2,0
2024-10-11,CZ3027,PVG-NKG,B787,15,8.8,-0.11,-0.62,0,0
2026-05-20,CZ3067,PVG-CAN,B787,10,2.9,1.42,1.14,0,0
2026-02-09,CZ3098,PVG-TSN,A330,15,10.7,0.72,-0.06,0,0
2025-01-28,CZ3107,PVG-NKG,B787,13,,-0.32,-0.35,0,0
2026-08-25,CZ3052,PVG-NKG,B787,15,9.8,1.14,3.0,0,0
2024-11-13,CZ3095,PVG-TSN,B737,20,8.3,0.46,0.82,0,0
2025-02-07,CZ3017,PVG-XIY,A321,19,8.6,-0.41,0.49,0,0
2025-02-07,CZ3030,PVG-CSX,B787,8,9.6,-1.05,-0.64,0,0
2026-08-26,CZ3028,PVG-PEK,A320,7,3.4,0.84,1.64,0,0
2026-05-13,CZ3057,PVG-CAN,A321,17,10.3,-0.3,-1.41,2,0
2026-02-12,CZ3107,PVG-CSX,A320,14,5.8,1.6,0.41,0,0
2026-03-23,CZ3082,PVG-CKG,B737,10,7.5,1.03,1.1,0,0
2025-02-03,CZ3096,PVG-TSN,A321,15,8.1,-0.68,-0.52,0,0
2026-09-01,CZ3094,PVG-CAN,B787,15,8.2,0.19,0.54,20,1
2025-08-05,CZ3039,PVG-TSN,A320,15,6.7,0.06,0.5,0,0
2025-07-31,CZ3112,PVG-PEK,B737,13,10.9,1.18,3.0,1,0
2025-12-14,CZ3065,PVG-CKG,A330,7,9.4,0.54,-0.8,55,1
2025-02-01,CZ3053,PVG-KMG,B787,11,7.0,-1.25,-0.96,5,0
2026-08-28,CZ3084,PVG-CAN,A330,18,5.9,0.29,-1.47,2,0
2026-06-12,CZ3070,PVG-HGH,A330,6,7.0,-0.06,-0.89,0,0
2026-04-18,CZ3100,PVG-TSN,B737,12,6.5,2.24,1.59,0,0
2025-07-28,CZ3061,PVG-CAN,A321,16,6.7,1.62,1.77,0,0
2025-06-30,CZ3010,PVG-KMG,B787,8,8.5,-0.88,0.31,0,0
2026-08-19,CZ3002,PVG-URC,B787,19,10.7,-0.97,-0.86,37,1
2025-07-09,CZ3072,PVG-SZX,A330,16,10.3,-1.72,-2.16,0,0
2025-10-05,CZ3034,PVG-PEK,B787,16,,1.0,1.75,14,1
2025-02-01,CZ3093,PVG-PEK,A320,16,7.2,-0.32,0.26,43,1
2025-10-30,CZ3064,PVG-CTU,A330,16,9.6,-0.26,-0.26,0,0
2026-06-10,CZ3053,PVG-CSX,B787,20,6.9,1.4,0.26,0,0
2025-11-07,CZ3042,PVG-CAN,B787,9,,-1.33,-1.19,4,0
2024-11-15,CZ3000,PVG-WUH,B737,10,7.7,0.93,-0.22,3,0
2025-11-03,CZ3073,PVG-TSN,B737,19,6.9,-3.0,-1.52,0,0
2025-01-26,CZ3016,PVG-CAN,B737,9,7.5,-0.82,-1.21,0,0
2026-04-24,CZ3003,PVG-HGH,A330,21,6.9,-2.38,-2.03,0,0
2025-05-08,CZ3066,PVG-CTU,B787,16,11.2,-1.35,0.23,0,0
2026-08-15,CZ3111,PVG-CKG,B737,11,6.6,0.53,-0.82,0,0
2026-08-09,CZ3038,PVG-KMG,A320,9,10.0,-0.35,-2.34,0,0
2026-08-19,CZ3041,PVG-WUH,A321,12,8.0,-0.35,0.43,4,0
2024-11-02,CZ3005,PVG-CSX,B737,14,5.7,-1.07,-0.42,0,0
2025-08-12,CZ3056,PVG-XIY,A330,19,9.7,-0.41,-1.84,0,0
2024-12-05,CZ3042,PVG-NKG,A320,13,9.3,-1.28,-0.91,0,0
2026-06-16,CZ3045,PVG-CTU,B787,10,7.5,-0.5,1.04,4,0
2025-12-05,CZ3018,PVG-NKG,B787,21,3.9,0.41,-0.19,0,0
2025-04-01,CZ3116,PVG-TSN,B737,12,5.3,-1.65,0.71,3,0
2025-03-18,CZ3065,PVG-CKG,A330,13,7.6,0.89,0.77,34,1
2025-05-31,CZ3087,PVG-SZX,A320,10,7.4,0.23,-1.22,0,0
2026-07-24,CZ3040,PVG-WUH,A330,13,10.1,0.13,0.27,0,0
2026-07-04,CZ3102,PVG-WUH,B787,15,10.6,0.23,-0.23,0,0
2025-09-12,CZ3004,PVG-NKG,B787,17,4.4,-0.17,-1.02,3,0
2025-07-29,CZ3075,PVG-WUH,B787,17,3.0,1.63,1.13,0,0
